LotNumber,Title,Description,Quantity,StartBidEach,SellerCode,Source,Retail Price
254m,Twister 28 in Convertible Range Hood with LED,"Retail Price: $800
Notes: Box has been open
Condition: Used - Like New and Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$800 The 400-CFM Twister tucks away neatly beneath your custom hood enclosure. Upgraded with two aluminum mesh filters for increased capture, dual-level LumiLight LED lighting and an angled housing for a better fit within any custom hood. An optional adjustable-depth, stainless steel liner is available to protect your cabinetry and provide a more finished appearance.. Amperage (A): 3 A. Appliance Series: Not Applicable. Appliance Type: Range Hood.",1,5.00,ATXSUGAR,Best Buy,800
256m,"Breeze II 30"" 400 CFM Under Cabinet Hood","Retail Price: $550
Notes: Has been returned due to issue
Condition: Used - Like New and Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$550 Updated with dual-level LumiLight LED Lighting, the Breeze II's modern, clean lines provide a perfect complement to any interior. Equipped with 3-speed electronic controls, 400-CFM blower, convenient dishwasher-safe aluminum filters and an auto delay-off feature that clears the air and powers down after 5 minutes. Available in black, white, stainless steel and black stainless finishes.. Amperage (A): 2 A. Appliance Series: Not Applicable. Appliance Type: Range Hood.",1,5.00,ATXSUGAR,Best Buy,550
258m,15.5 in. White Laundry Pedestal with Drawer,"Retail Price: $339
Notes: Side of box is cut off new unit inside
Condition: New - Packaging flawed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$339 Raise your Laundry Pair for easier loading and unloading. Optional laundry pedestal also provides space-saving storage. Store your detergent, fabric softener, dryer sheets and other supplies.. A pedestal ordered on its own (without a corresponding washer or dryer purchase on the same order) can be delivered, but cannot be installed by our delivery services staff, even if the option for installation appears in the check-out process. The option for installation is valid only when a pedestal is ordered with a corresponding washer or dryer. Optional laundry pedestal also provides space-saving storage.",1,5.00,ATXSUGAR,Best Buy,339
260m,Velvet Convertible Sleeper Sofa Couch with Storage,"Retail Price: $2000
Notes: Box has damage could be missing small items (screws, brackets, etc) otherwise new item
Condition: Used - Like New and Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$2000 Mix and match with our sleeper sofa for versatility and comfort. This modern, convertible sofa transforms from seating to sleeping so easily, it's a great compact space solution. Perfect for living rooms, studio apartments, and guest bedrooms. Product Type: Sofa Product Type: Sofa Product Type: Sofa Product Type: Sleeper Product Type: Sleeper Sofa Design: Sofa Bed Back Type: Cushioned Seat Style: Single Cushion Seat Arm Type: Square Arms Upholstery Material: Velvet Leg Color / Finish: Gold; Black Frame Material: Metal Fill Material: Foam Cushion Construction: Foam Leg Material: Metal Accent Pillow Included: Yes Reclining Mechanism: Manual - Push Back Reclining Mechanism: Manual - Push Back Reclining Mechanism: Manual - Push Back Imported: Yes Seat Storage Location: Under-Seat-Storage; Pocket Pieces Included: Accent / Toss Pillows.",1,5.00,ATXSUGAR,Wayfair,2000
262m,"71"" x 34"" Freestanding Soaking Bathtub","Retail Price: $680
Notes: Don t know of condition tub is in brand new box otherwise
Condition: Used - Acceptable
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$680 Come home and relax in your luxurious freestanding bathtub by vanity art. Its design is as comfortable as it is stylish. The contemporary design and defined lines will complement any bathroom decor and make the room seem more spacious. Slotted overflow and pop-up drain pre-installed surface with high gloss white finish, and fiberglass for strength and durability. Non-porous surface for easy cleaning. Easy installation.",1,5.00,ATXSUGAR,Wayfair,680
264m,"27-in Laundry Pedestal, Samsung WD53DBA900HZ","Retail Price: $299
Notes: Has slight scratching all around
Condition: Used - Good
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$299 This Bespoke AI Laundry Combo compatible pedestal lifts your machine by more than a foot for a more convenient height. Tidy up your laundry space with an easily accessible built-in storage drawer. Beautiful, flat panel design creates a seamless, integrated look.. Appliance Category: Appliance Parts. Appliance Series: Samsung BESPOKE. Appliance Type: Laundry Pedestal.",1,5.00,ATXSUGAR,Best Buy,299
266m,"(W4) Garrell 46 Round Dining Table, Mid-Century Ro","Retail Price: $174
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$174 Contemporary flair and sleek style to any space of your home with this elegant dining table set. The round dining table maximizes the usable area of the dining table, and the 45.67 size provides ample space for placing cutlery, decorative plants, and desserts. Four carbon steel legs support the stable table. The table bottom is equipped with non-slip rubber pads to protect the floor and maintain stability. The high-grade manufactured wood table is rich and smooth, it offers a warm and inviting nature that welcomes a spot for casual daily dining, ideal for the laid-back eat-in kitchen or a modern dining room. This design effortlessly elevates your aesthetic with unexpected elegance.",1,5.00,ATXSUGAR,Wayfair,174
2m,"GE 30 in. Electric Wall Oven, Self-Cleaning, Slate","Retail Price: $1485
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$1485 Your 5.0 cu. Ft. GE Single Wall Oven in Slate features a sleek design with a black gloss oven interior for a clean appearance. Self-Clean with a Steam Clean option ensures clean and spot-free dishes, while the Hidden Bake oven interior makes cleanup easy by eliminating hard-to-reach areas. GE appliances provide up-to-date technology and exceptional quality to simplify the way you live. With a timeless appearance, this family of appliances is ideal for your family.",1,,ATXSUGAR,"Best Buy, Best Buy",1485
4m,NordicTrack T 6.5 S Treadmill,"Retail Price: $800
Condition: New Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$800 Experience interactive personal training at home with NordicTrack. With a full-access 30-day iFIT membership, this precision-engineered treadmill comes ready to connect with your own tablet or smartphone (not included) to access the entire iFIT library - a vast collection of interactive on-demand video workouts led by world-class personal trainers. FEATURES & TECHNOLOGY: 2.6 CHP Motor- This powerful drive system is engineered to deliver smooth, reliable power to your speed, interval, or endurance training 20  Width X 55  Length- This spacious tread belt provides a comfortable running experience for virtually every user Integrated Tablet Holder- Secure your own smart device (not included) to this pivoting tablet holder to access the iFIT library and experience interactive personal training at home OneTouch Speed and Incline Controls- With iFIT, your trainer will automatically adjust your treadmill s speed and incline to mimic real-world terrain and optimize your workout FlexSelect Cushioning- Our FlexSelect treadmill deck cushioning allows you to control your running surface. With one turn, engage dampeners to create a lower impact deck, or cancel them out to simulate a true road running experience SpaceSaver Design- Our SpaceSaver design features a hydraulic EasyLift Assist so moving and storing your treadmill is a breeze. It s your space, use it how you want EKG Grip Pulse Sensor- Use these integrated sensors to track your estimated pulse and stay closer to your target heart rate for more effective cardio and weight loss training BILT Intelligent Instructions- Download the free BILT app for step-by-step 3D instructions to guide your assembly SPECS: Machine Dimensions: 54  H x 36  W x 73.5  L User Weight Limit: 300 lbs.",1,5.00,ATXSUGAR,Best Buy,800
5m,"Christopher Knight Gehry 31"" Vanity with Sink","Retail Price: $453
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$453 Vintage Bathroom Vanity: This 31-inch vanity showcases a classic antique finish with paneled doors and decorative pulls, adding retro sophistication to any bathroom. Its versatile aesthetic suits traditional, farmhouse, and rustic interiors with a warm, heritage-inspired presence Bathroom Vanity and Undermount Sink Combo: The integrated ceramic sink offers a smooth, non-porous surface that resists stains, scratches, and discoloration. Its deep basin provides ample washing space, and the pre-drilled faucet hole allows for hassle-free installation of your preferred fixture Bathroom Storage Cabinet with Adjustable Shelves: Two soft-close doors open to reveal customizable shelving for flexible storage. Whether storing toiletries, towels, or cleaning products, this vanity keeps everything neatly organized and easily accessible perfect for daily use in compact or shared bathrooms Solid Wood Bathroom Sink Vanity: Crafted with rubber wood legs and a reinforced frame, the vanity ensures long-term stability and excellent weight support. Raised legs elevate the unit for easy under-vanity cleaning while enhancing airflow and moisture resistance Easy Installation & Hassle-Free Maintenance: Designed for user convenience, it features a pre-cut back panel for simplified plumbing access. The scratch-resistant ceramic sink and durable antique finish ensure low-maintenance care, while clear assembly instructions make setup fast and frustration-free.",1,,ATXSUGAR,,453
6m,"Bertazzoni 36"" Wall Range Hood S/S","Retail Price: $2099
Notes: Main unit only. Please see pictures. No accessories.
Condition: New Not in Original Packaging
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$2099 Waft away grease and odors with this Bertazzoni Heritage Series 36-inch wall-mount hood. The three different speed options provide versatility, and with simple-to-use controls, adjusting the fan power is easy. This Bertazzoni Heritage Series 36-inch wall-mount hood has halogen lighting, so you can view the cooktop surface, and comes with European baffle filters, trapping grease.",1,,ATXSUGAR,,2099
7m,GE Profile 30 in. Smart Wall Oven w/ Convection -,"Retail Price: $3418
Notes: Cosmetic scratches on finish. Unable to test.
Condition: New - Cosmetic Flaws
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$3418 Built on the belief that modern life needs modern solutions. GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile's sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you've been looking for.. Amperage (A): 20 A. Appliance Category: Wall Oven. Appliance Series: GE Profile.",1,5.00,ATXSUGAR,Best Buy,3418
8m,"Viking 36""W Induction Cooktop-6 Elements -W3","Retail Price: $3429
Notes: Not in original box. Unable to test due to hardwire connection. Markings on one burner. Please see pictures. No accessories or instruction manual.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$3429 Fuel Type: Induction Electric Heat Configuration: Induction Cooktop Surface Structure: Smoothtop Power Display Indicator: Yes Power Levels: 12 Hot Surface Indicator: Yes Automatic Pan Detection: Yes Product Care: Avoid use of abrasive cleaners; Do not use harsh chemicals or cleaners; Wipe clean with a damp cloth Timer: Yes Safety Lock: Yes Amperage: 40 Minimum Circuit Breaker Amperage: 34.6 Cooking Elements Included: Yes Pieces Included: Cooktop Wattage: 9,600 Plug-In: Yes Digital Display: Yes Hardware Finish: Black Material: Glass Color / Finish: Black Automatic Shutoff: Yes Control Type: Touch Screen Voltage: 208 Bridge Burner: Yes Number of Burners: 6",1,5.00,ATXSUGAR,Best Buy,3429
40,PIRTA 60-Pack 32 oz Meal Prep Containers,"Retail Price: $34
Condition: New Factory Sealed
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Yes

$34 What's in the box: 60 Pcs 32 oz container trays, 60 Pcs custom-fit lids. Perfect choice for your daily meal preparation. Food Safe & Reusable: Made of BPA-free materials food grade plastic. No need to worry about the physical hazards of use. Pirta meal prep containers are designed to last meal after meal, so you can ditch single-use plastics with these eco-friendly containers. They can also be easily cleaned for reuse with hand wash or on the top rack of the dishwasher.",1,5.00,ATXSUGAR,Amazon Bstock,34
9m,LG 6.3 cu.ft. Electric Range with Wi-Fi - W3,"Retail Price: $749
Notes: No signs of previous usage but has dents and scratches throughout the unit. Does not come with a power cord. Unable to test. Accessories inside unit as still sealed.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Unable to Test

$749 Cooking for a crowd no problem. This large capacity electric single oven range lets you cook bigger meals without cramping the oven while its 2 Dual element deliver cookware versatility options to make that perfect meal. ThinQ technology lets you control the oven remotely and ThinQ Care sends maintence tips and alerts. And skip the post-dinner cleanup argument; a three-step, 10-minute EasyClean option gets everyone off the hook.. Amperage (A): 40 A. Appliance Category: Range.",1,5.00,ATXSUGAR,Best Buy,749
10m,GE 30 in. Electric Wall Oven w Microwave - W3,"Retail Price: $5599
Notes: Unable to test. No box. Missing microwave plate and rotating piece.
Condition: Used - Good
In Packaging?: No
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$5599 Open up new culinary possibilities. KitchenAid introduces the first combination wall oven that comes with interchangeable attachments in the tradition of the iconic KitchenAid Stand Mixer to enable grilling, stone. Halogen light source.. Amperage (A): 40 A. Appliance Series: Not Applicable. Appliance Type: Microwave & Electric Oven Combo.",1,5.00,ATXSUGAR,Best Buy,5599
11m,"30 in. Smart Double Wall Oven, Convection","Retail Price: $3498
Notes: Unable to test due to hardwire connection. No box. Signs of previous use but overall in good cosmetic condition.
Condition: Used - Good
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$3498 Nothing about your personal style is standard. So why should your appliances be? Created for those who want to reflect their true style in every room of their home, Cafe is distinct by design. Choose between two bold collections. The Customizable Professional Collection boasts a distinct line of hardware options, and the Modern Glass Collection features a seamless, contemporary design. Backed by showstopping features, every Cafe appliance gives you the form and the function you've been craving.. Amperage (A): 40 A.",1,5.00,ATXSUGAR,Best Buy,3498
12m,LG 6.4 cu. ft. Smart Wall Oven,"Retail Price: $2898
Notes: Unable to test. All accessories unused.
Condition: New Not in Original Packaging
In Packaging?: No
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$2898 This smart combination wall oven is our most versatile yet. The upper TurboCook speed oven uses instant-on Infrared Heating for microwave-quick cooking with oven-quality results. Thanks to convection technology, you can bake and air fry meals, or simply use it as a conventional microwave. The lower oven offers several features to expand your cooking game-get even cooking on every rack with true convection, quickly air fry enough crunchy favorites to feed a crowd, and use steam sous vide to lock in flavor for your best cuts of meat, fish, and vegetables. Sleek styling, an InstaView window that lets you quickly check on food with two quick knocks, and backlit SmoothTouch glass controls are the final chef's kiss. 1.7 cu ft.",1,5.00,ATXSUGAR,Best Buy,2898
13m,LG 9.4 cu. ft. Double Wall Oven,"Retail Price: $2298
Notes: Large dent in back on unit. Unknown if this affects functionality. Please see pictures. Unable to power test due to hardwire connection.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Unable to Test

$2298 Double your cooking capacity to a combined 9.4 cu. Ft. With two smart wall ovens that make preparing for large family gatherings a breeze. This double wall oven delivers versatility with fan convection and air fry that allows you to evenly brown, bake, roast, and bring meals to crispy perfection in one or both ovens, all at the same time. The Smooth Touch glass controls and large tinted windows deliver a sleek style that's sure to elevate any kitchen with its modern aesthetic.. Amperage (A): 42.5 A.",1,5.00,ATXSUGAR,Best Buy,2298
14m,"GE 27 in. Smart Wall Oven, Self-Cleaning","Retail Price: $1398
Notes: Denting on top on unit. Unable to determine if this affects functionality. Please see pictures. No box. Unable to test due to hardwire connection.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Unable to Test

$1398 At GE Appliances, we bring good things to life, by designing and building the world's best appliances. Our goal is to help people improve their lives at home by providing quality appliances that were made for real life. Whether it's enjoying the tradition of making meals from scratch or tackling a mountain of muddy jeans and soccer jerseys, GE Appliances are crafted to support any and every task in the home.. Amperage (A): 20 A. Appliance Category: Wall Oven. Appliance Series: Not Applicable.",1,5.00,ATXSUGAR,Best Buy,1398
15m,Kitchenaid 30 in. 5-Element Slide-In Range,"Retail Price: $2199
Notes: Signs of previous use. Unable to test. No power cable included. Dent on side of unit. Please see pictures.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$2199 This versatile electric range produces flawless cooking results with 5 heating surfaces, including a dedicated warming zoom. This oven also comes with convection cooking modes like Fresh Pizza, Slow Cook, & more,. Allowing you to do more with your range.. Amperage (A): 40 A. Appliance Category: Range. Appliance Series: Not Applicable.",1,5.00,ATXSUGAR,Best Buy,2199
16m,GE Profile 30 in. Smart Wall Oven w/ Convection,"Retail Price: $3418
Notes: No signs of previous use. Large dent on the top housing. Unable to determine if this affects functionality.
Condition: New - Cosmetic Flaws
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Unable to Test

$3418 Built on the belief that modern life needs modern solutions. GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile's sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you've been looking for.. Amperage (A): 20 A. Appliance Category: Wall Oven. Appliance Series: GE Profile.",1,5.00,ATXSUGAR,Best Buy,3418
17m,"BOSCH 100 Series 30"" Slide-In Electric Range","Retail Price: $1549
Notes: Signs of previous usage. Scratch and dent unit. Stains inside the oven. No power cord, box or documentation. Unable to test. Sold as is.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$1549 Experience culinary precision with the NEW Bosch 100 Series electric slide-in range which seamlessly blends cutting-edge performance and timeless design for any budget, all with Bosch quality. The Bosch range delivers consistent, even cooking results so you can cook #LikeABosch. Pair it with a Bosch microwave or chimney hood to complete your quality kitchen.. Amperage (A): 40 A. Appliance Category: Range. Appliance Series: Bosch 100 Series.",1,5.00,ATXSUGAR,Best Buy,1549
18m,"GE Profile 30"" Smart Wall Oven with Convection","Retail Price: $2451
Notes: Scratch and dent unit. Door is misaligned. Large dent in back. Unable to test. No box
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Yes

$2451 For an oven that serves up features that allow you cook with perfect results and enjoy doing so, this GE Profile series wall oven is fitted with True European convection with Direct Air for even baking, WiFi connectivity, interactive 7"" full-colour LCD display that's fun to use and self clean with steam clean option for cleaning that works for you.",1,5.00,ATXSUGAR,Best Buy,2451
19m,LG 24-in. Electric Wall Oven w/ Air Fry Black,"Retail Price: $1499
Notes: No box. Unable to test. Accessories inside unit.
Condition: New - Cosmetic Flaws
In Packaging?: No
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$1499 Maximize your kitchen space without compromising on style or performance with LG's compact convection wall oven. Engineered for modern living, this sleek and space-efficient design is the perfect solution for those who want outstanding form and function in areas where space is limited. Enjoy convection baking and built-in air fry technology.. Amperage (A): 15.4 A. Appliance Category: Wall Oven. Appliance Series: Not Applicable.",1,5.00,ATXSUGAR,Best Buy,1499
20m,27 in. Double Wall Oven w/Microwave SS,"Retail Price: $2798
Notes: Signs of previous use in the unit. Scratches and dents. Please see pictures. Unable to test. No box.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Unable to Test

$2798 At GE Appliances, we bring good things to life, by designing and building the world's best appliances. Our goal is to help people improve their lives at home by providing quality appliances that were made for real life. Whether it's enjoying the tradition of making meals from scratch or tackling a mountain of muddy jeans and soccer jerseys, GE Appliances are crafted to support any and every task in the home.. Amperage (A): 30 A. Appliance Series: Not Applicable. Appliance Type: Double Wall Electric Oven.",1,5.00,ATXSUGAR,Best Buy,2798
21m,LG 30 in. Induction Range w/ ProBake Air Fry,"Retail Price: $1499
Notes: Damage to right side of unit. Denting in he back of unit. Unable to test. No power cord. Signs of previous usage. Please see pictures.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Yes

$1499 Elevate your cooking experience in style with a smart induction range specially engineered to deliver power, speed, precision, and responsiveness with greater energy efficiency than conventional electric and gas cooktops. Air fry enough crispy favorites to feed a crowd and turn out batches of perfectly baked cookies with ProBake Convection. The sleek, slide-in design and WideView Oven Window enhance your kitchen's style while the PrintProof finish and EasyClean cycle help keep your range looking like new.. Amperage (A): 47 A. Appliance Category: Range. Appliance Series: Not Applicable.",1,5.00,ATXSUGAR,Best Buy,1499
22m,"GE 30 in. Electric Range, Self-Clean Oven, SS","Retail Price: $745
Notes: Heavy dents on right side of unit. No power cord. Unable to test. Please see pictures.
Condition: Used - Acceptable
In Packaging?: Yes
Assembly Required?: No
Damaged?: Yes
Functional?: Unable to Test

$745 At GE Appliances, we bring good things to life, by designing and building the world's best appliances. Our goal is to help people improve their lives at home by providing quality appliances that were made for real life. Whether it's enjoying the tradition of making meals from scratch or tackling a mountain of muddy jeans and soccer jerseys, GE Appliances are crafted to support any and every task in the home. 5 cu. Ft. Oven capacity - Cook more dishes at once.",1,5.00,ATXSUGAR,Best Buy,745
23m,LG 30 in. 5-Element Slide-In Range in Black SS,"Retail Price: $1048
Notes: Signs of previous use. Unit and grills will need to be cleaned before use. Scratches and dents throughout the unit. Please see pictures.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Unable to Test

$1048 Why buy yet another gadget that takes up counter space? This LG range with built-in Air Fry delivers crispy flavor fast with no preheating and makes enough to feed a crowd-from zucchini fries to hot wings. Main dishes also shine, thanks to ProBake Convection that distributes heat to all areas of the oven for even baking on multiple racks at the same time.. When cooking is done, cleanup is quick and easy, with the 10-minute EasyClean cycle that helps keep your oven looking like new.. Amperage (A): 54.3 A. Appliance Category: Range. Appliance Series: Not Applicable.",1,5.00,ATXSUGAR,Best Buy,1048
24m,"Thermador T36IR905S 36"" Fridge WIFI","Retail Price: $7599
Notes: Power test. Touch panel works and the fridge cools. Panel ready. Does not come with front panel. Please see pictures.
Condition: New - Cosmetic Flaws
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Yes

$7599 Thermador T36IR905S Freedom 36 Inch Wide 20.6 Cu. Ft. Energy Star Rated Full Size Refrigerator with WIFI Features: 20.6 cu. Ft. Total capacity Includes LED lighting on the sides and theater lighting to illuminate your food Energy Star qualified Has 3 adjustable shelves Temperature controlled drawer WIFI enabled with Home Connect app Delicate produce bins provide expanded storage and protects sensitive fruits and vegetables Cool Air Flow technology evenly distributes cold air throughout all parts of the unit New All-Leg Leveling can save professionals up to 30 minutes on installation Quick Chill SoftClose  door hinges enable ultra-smooth closing Specifications: Refrigerator Capacity: 20.6 Cu. Ft.",1,5.00,ATXSUGAR,Best Buy,7599
25m,Samsung French Door Refrigerator with Ice Maker,"Retail Price: $1398
Notes: Scratches and dents throughout the unit. Power tested and the fridge and freezer cool. Unknown if any accessories are missing. Signs of previous usage.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Yes

$1398 Samsung Mega Capacity 3-Door French Door Counter Depth refrigerator features 27 cu. Ft. Capacity. Dual Auto Ice Maker makes 2-types of ice - cubed, or Ice Bite that chill your drink faster. A flat-front design with recessed drawer handle blends beautifully into your kitchen.. Appliance Category: Refrigerator.",1,5.00,ATXSUGAR,Best Buy,1398
26m,"GE 22.1 cu. ft. French Door Refrigerator, Slate -","Retail Price: $2198
Notes: Scratch and dent unit. Signs of previous use. Top fridge works. Freezer does not cool down. Please see pictures.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Yes

$2198 At GE Appliances, we bring good things to life, by designing and building the world's best appliances. Our goal is to help people improve their lives at home by providing quality appliances that were made for real life. Whether it's enjoying the tradition of making meals from scratch or tackling a mountain of muddy jeans and soccer jerseys, GE Appliances are crafted to support any and every task in the home.. Appliance Category: Refrigerator. Appliance Series: Not Applicable. Appliance Type: French Door Refrigerator.",1,5.00,ATXSUGAR,,2198
27m,"KitchenAid 15"" Built-In Ice Maker","Retail Price: $3149
Notes: Dents on front panel. Power tested only. Please se pictures.
Condition: New - Cosmetic Flaws
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Yes

$3149 This 15 in. Automatic ice maker uses Clear Ice Technology to produce uniformly shaped, crystal clear ice cubes that enhance the largest-and smallest-occasions. Its distinctive styling complements other KitchenAid appliances with Fully Flush Installation for a seamless, built-in look. The signature handle design can be personalized to your aesthetic, while the storage bin holds up to 25 lbs. Of ice for added convenience.. Produces 50 lbs.",1,5.00,ATXSUGAR,Best Buy,3149
28m,Insignia 4.4 Cu. Ft. Mini Fridge Black,"Retail Price: $150
Notes: Power tested and cools. Missing trays on door and bottom main fridge. Cosmetic wear throughout the unit.
Condition: Used - Acceptable
In Packaging?: No
Assembly Required?: No
Damaged?: No
Functional?: Yes

$150 The Insignia 4.4 Cu. Ft. Mini Fridge offers plenty of storage options while taking up less space than a full-sized fridge, making it ideal for dorm rooms, offices and garages. It has a reversible door and leveling feet, giving you virtually unlimited placement options. Adjust the temperature of your fridge anywhere between 32  to 50  F, all with the simple turn of a dial. It has three glass shelves to organize your food, along with door trays that hold up to 18, 12 oz.",1,5.00,ATXSUGAR,Best Buy,150
29m,SUNPAN CELINE DRESSER,"Retail Price: $1933
Condition: Used - Like New and Open Box
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Yes

$1933 The SUNPAN Celine Dresser combines contemporary design with functional elegance. Featuring a sleek, minimalist silhouette, this dresser is finished in a soft hue that complements any modern decor. It includes three spacious drawers, each adorned with stylish brass hardware that enhances its refined look. The dresser is elevated by unique V-shaped legs in a warm gold tone, adding a touch of sophistication and stability. Ideal for a bedroom or living space, the Celine Dresser provides ample storage while serving as a chic statement piece. Its versatile design allows it to seamlessly integrate into various interior styles, making it a perfect addition to your home.",1,5.00,ATXSUGAR,"Wayfair, Wayfair",1933
30m,SUNPAN CELINE DRESSER,"Retail Price: $1933
Notes: Light scratches on back
Condition: New Open Box
In Packaging?: No
Assembly Required?: No
Damaged?: Yes
Functional?: Yes

$1933 The SUNPAN Celine Dresser combines modern elegance with functionality, making it a striking addition to any bedroom. Featuring a sleek, minimalist design, this dresser showcases a soft beige finish that complements a variety of decor styles. It includes three spacious drawers, each adorned with stylish brass handles for easy access and an upscale touch. The unique, curved brass legs add a contemporary flair, elevating the dresser both physically and aesthetically. Perfect for organizing clothing or displaying decorative items, this piece balances practicality with sophisticated design. The Celine Dresser seamlessly fits into different settings, from chic urban lofts to tranquil retreats.",1,5.00,ATXSUGAR,"Wayfair, Wayfair",1933
31m,"Bertazzoni 36"" Induction Cooktop - (W3)","Retail Price: $1779
Notes: Unable to test due to hardwire connection. Please see pictures.
Condition: New Open Box
In Packaging?: Yes
Assembly Required?: No
Damaged?: Unknown
Functional?: Unable to Test

$1779 This Bertazzoni touch-control 36-inch induction cooktop is equipped with 5 cooking zones, each with 9 power levels plus a booster. Select individual induction heating zones reach up to 3700 Watts, reducing time-to-boil by up to 50%. The intuitive touch-through-glass slider interface provides instant and precise control over cooking settings. With timer functions for each heating zone, you can manage the cooking process with complete accuracy. Benefit from maximized cookware size accommodation and a full surface bridge function delivering up to 5000 Watts with the booster. Cleaning is super-easy; just spray with glass cleaner and wipe the glass surface clean.",1,,ATXSUGAR,,1779
32m,30 in. Electric Wall Oven with Convection-(W3),"Retail Price: $2298
Condition: Used - Acceptable
In Packaging?: Yes
Assembly Required?: No
Damaged?: No
Functional?: Unable to Test

$2298 Crisp and brown with less oil and less hassle. KitchenAid Single Wall Ovens with Air Fry Mode include a dishwasher-safe air fry basket with plenty of capacity for large batches. A built-in thermometer takes the guesswork out of cooking meat, fish, poultry, casseroles and more to the perfect degree of doneness every time. When compared to deep frying.. Amperage (A): 20 A. Appliance Category: Wall Oven.",1,5.00,ATXSUGAR,,2298
33m,27 in. Double Wall Oven w/Microwave SS-(w2),"Retail Price: $2798
Notes: Unable to test. Doors are difficult to open and are damaged. Sold as is.
Condition: Used - Acceptable
In Packaging?: Yes
Assembly Required?: No
Damaged?: Yes
Functional?: Unable to Test

$2798 At GE Appliances, we bring good things to life, by designing and building the world's best appliances. Our goal is to help people improve their lives at home by providing quality appliances that were made for real life. Whether it's enjoying the tradition of making meals from scratch or tackling a mountain of muddy jeans and soccer jerseys, GE Appliances are crafted to support any and every task in the home.. Amperage (A): 30 A. Appliance Series: Not Applicable. Appliance Type: Double Wall Electric Oven.",1,5.00,ATXSUGAR,"Best Buy, Best Buy",2798
